Age,Height (cm),Weight (kg),BMI,Disease,Injury,Focus Goals,Profile Level,Gender,Day 1 - Sunday,Day 2 - Monday,Day 3 - Tuesday,Day 4 - Wednesday,Day 5 - Thursday,Day 6 - Friday,Day 7 - Saturday
27,164.4,80.8,29.9,Frozen Shoulder,Stress Fracture,Fat Loss,Intermediate,Female,"Cable Chest Fly, Machine Chest Press, Dumbbell Lateral Raise","Dumbbell Row, Face Pulls, Chest-Supported Row","Dragon Flag, Dead Bug, Plank","Band Pull-Apart, Arnold Press, Barbell Bicep Curl","Seated Arnold Press, Machine Chest Press, Cable Chest Fly","Decline Sit-Ups, Cable Bicep Curl, Dragon Flag",Rest & Recovery
46,167.6,63.4,22.57,Sinusitis,Sprained Wrist,Muscle Gain,Intermediate,Male,"Supine Hamstring Stretch, Barbell Squat, Walking Lunges","Lateral Band Walk, Goblet Squat, Step-Ups","Inner Thigh Machine, Seated Leg Extension, Seated Calf Raise","Glute Bridge, Romanian Deadlift, Cable Kickback","Crunches, V-Ups, Bicycle Crunches","Hip Thrust, Seated Hip Flexor Stretch, Glute Bridge",Rest & Recovery
28,148.2,62.4,28.41,Hyperthyroidism,Finger Fracture,Muscle Gain,Intermediate,Female,"Lying Hip Abduction, Romanian Deadlift, Lying Quad Stretch","Lateral Band Walk, Step-Ups, Glute Bridge","Lying Hip Abduction, Lying Quad Stretch, Inner Thigh Machine","Romanian Deadlift, Goblet Squat, Leg Press","Hollow Body Hold, Pallof Press, Dragon Flag","Calf Raises, Sumo Deadlift, Step-Ups",Rest & Recovery
45,152.3,89.9,38.76,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Tricep Overhead Extension, Overhead Shoulder Press, Close-Grip Bench Press, Barbell Bench Press","Leg Press, Donkey Kicks, Box Jumps, Calf Raises","Rear Delt Fly, Preacher Curl, Chest-Supported Row, Seated Cable Row","Dead Bug, Walking Lunges, Hollow Body Hold, Barbell Squat","Battle Ropes, Mountain Climbers, Leg Raises, Hanging Knee Raise","Incline Dumbbell Fly, Cable Bicep Curl, Close-Grip Bench Press, Overhead Shoulder Press"
46,166.3,71.8,25.96,Regular,Pelvic Injury,Muscle Gain,Beginner,Male,"Arnold Press, Diamond Push-Ups, Decline Push-Ups","Incline Dumbbell Row, Dumbbell Row, EZ Bar Curl","Mountain Climbers, Bird Dog, Dead Bug","Cable Lateral Raise, Tricep Pushdown, Barbell Bicep Curl","Seated Tricep Extension, Chest-Supported Row, Machine Chest Press","Concentration Curl, Bent-Over Barbell Row, Wood Chops",Rest & Recovery
40,166.2,73.5,26.61,Vitamin B12 Deficiency,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Incline Dumbbell Fly, Tricep Overhead Extension, Decline Push-Ups","Glute Bridge, Leg Extension, Lateral Band Walk","Dumbbell Row, T-Bar Row, Barbell Bicep Curl","Calf Raises, Glute Bridge, V-Ups","Battle Ropes, High Knees, Ab Wheel Rollout","Cable Chest Fly, Seated Cable Row, T-Bar Row"
61,163.9,49.0,18.24,Menopause,Dislocated Knee,Muscle Gain,Intermediate,Female,"Diamond Push-Ups, Cable Lateral Raise, Dumbbell Lateral Raise","Wide-Grip Lat Pulldown, Chest-Supported Row, Incline Dumbbell Row","Bicycle Crunches, Flutter Kicks, Cable Crunch","Push-Ups, Preacher Curl, Machine Chest Press","Seated Shoulder Press, Seated Tricep Extension, Seated Arnold Press","T-Bar Row, Hanging Knee Raise, Dumbbell Row",Rest & Recovery
59,163.4,59.8,22.4,Regular,Shoulder Injury,Maintenance,Intermediate,Female,"Romanian Deadlift, Barbell Squat, Lying Quad Stretch","Calf Raises, Lateral Band Walk, Hack Squat","Outer Thigh Machine, Glute Bridge, Supine Hamstring Stretch","Leg Curl, Cable Kickback, Glute Bridge","Bicycle Crunches, Cable Crunch, Dragon Flag","Cable Kickback, Hack Squat, Leg Extension",Rest & Recovery
52,164.7,53.2,19.61,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Skull Crushers, Tricep Overhead Extension, Machine Chest Press","Preacher Curl, Rear Delt Fly, Cable Bicep Curl","Romanian Deadlift, Calf Raises, Leg Extension","Arnold Press, Push-Ups, Incline Dumbbell Fly","Concentration Curl, Flutter Kicks, Ab Wheel Rollout","Donkey Kicks, Cable Kickback, Walking Lunges"
23,164.8,73.0,26.88,Regular,Chest Injury,Fat Loss,Intermediate,Female,"Glute Bridge, Leg Press, Walking Lunges","Seated Calf Raise, Sumo Deadlift, Hip Thrust","Supine Hamstring Stretch, Seated Leg Extension, Seated Calf Raise","Calf Raises, Cable Kickback, Leg Extension","Crunches, Pallof Press, Leg Raises","Box Jumps, Glute Bridge, Hip Thrust",Rest & Recovery
65,179.4,68.9,21.41,High Cholesterol,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Cable Chest Fly, Close-Grip Bench Press, Incline Dumbbell Fly","EZ Bar Curl, Wide-Grip Lat Pulldown, Cable Bicep Curl","Lateral Band Walk, Leg Extension, Walking Lunges","Overhead Shoulder Press, Tricep Overhead Extension, Dumbbell Lateral Raise","T-Bar Row, Bird Dog, Leg Raises","Romanian Deadlift, Donkey Kicks, Glute Bridge"
27,161.6,61.3,23.47,Regular,Regular,Muscle Gain,Advance,Male,Rest & Recovery,"Dips, Overhead Shoulder Press, Dumbbell Lateral Raise, Cable Lateral Raise","EZ Bar Curl, Pull-Ups, Barbell Bicep Curl, Incline Dumbbell Row","Box Jumps, Lateral Band Walk, Step-Ups, Barbell Squat","Machine Chest Press, Incline Dumbbell Fly, Barbell Bench Press, Close-Grip Bench Press","Leg Raises, Dumbbell Row, Incline Dumbbell Row, Wide-Grip Lat Pulldown","Lateral Band Walk, Leg Press, Calf Raises, Romanian Deadlift"
61,173.9,74.6,24.67,Underweight,Spinal Injury,Muscle Gain,Beginner,Male,"Seated Cable Row, Chest-Supported Row, Machine Chest Press","Lying Glute Bridge, Hip Abduction Machine, Seated Calf Raise","Seated Cable Row, Seated Bicep Curl, Resistance Band Rows","Lying Glute Bridge, Seated Leg Extension, Seated Dumbbell Press","Russian Twists, Bicycle Crunches, Crunches","Gentle Yoga, Light Swimming, Face Pulls",Rest & Recovery
50,175.5,100.1,32.5,Piles,Heel Pain,Fat Loss,Intermediate,Male,"Tricep Pushdown, Dips, Tricep Overhead Extension","Band Pull-Apart, Hammer Curl, Dumbbell Row","Hanging Knee Raise, Dead Bug, Reverse Crunch","Preacher Curl, Pull-Ups, Tricep Pushdown","Seated Lat Pulldown, Seated Dumbbell Press, Seated Bicep Curl","Crunches, Pull-Ups, Wide-Grip Lat Pulldown",Rest & Recovery
44,153.3,80.7,34.34,Menopause,Fractured Collarbone,Fat Loss,Beginner,Female,"Romanian Deadlift, Leg Press, Seated Calf Raise","Seated Calf Raise, Barbell Squat, Wall Sit","Supine Hamstring Stretch, Seated Leg Curl, Seated Calf Raise","Hack Squat, Sumo Deadlift, Leg Press","Side Plank, Reverse Crunch, Russian Twists","Donkey Kicks, Leg Extension, Sumo Deadlift",Rest & Recovery
23,162.1,73.4,27.93,High Triglycerides,Hamstring Injury,Fat Loss,Advance,Female,"Barbell Bench Press, Machine Chest Press, Arnold Press, Skull Crushers","Preacher Curl, Hammer Curl, Band Pull-Apart, Bent-Over Barbell Row","Side Plank, Hanging Knee Raise, Leg Raises, Flutter Kicks","Cable Lateral Raise, Dumbbell Row, Hammer Curl, Barbell Bench Press","Machine Chest Press, Chest-Supported Row, Seated Face Pulls, Seated Shoulder Press","Dragon Flag, Barbell Bicep Curl, T-Bar Row, EZ Bar Curl",Rest & Recovery
27,158.4,94.4,37.62,Insomnia,Tricep Injury,Fat Loss,Beginner,Female,"Goblet Squat, Lying Hip Abduction, Glute Bridge","Cable Kickback, Barbell Squat, Leg Extension","Seated Leg Curl, Seated Leg Extension, Lying Hip Abduction","Hack Squat, Leg Press, Glute Bridge","Hollow Body Hold, Pallof Press, Leg Raises","Hack Squat, Seated Hip Flexor Stretch, Sumo Deadlift",Rest & Recovery
64,174.1,70.3,23.19,Ulcer,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Cable Lateral Raise, Dumbbell Chest Press, Dumbbell Lateral Raise","Reverse Fly, Bent-Over Barbell Row, Wide-Grip Lat Pulldown","Cable Kickback, Seated Calf Raise, Box Jumps","Push-Ups, Dips, Dumbbell Lateral Raise","Cable Crunch, T-Bar Row, Reverse Crunch","Sumo Deadlift, Barbell Squat, Donkey Kicks"
16,176.6,79.8,25.59,Regular,Sprained Wrist,Fat Loss,Beginner,Male,"Inner Thigh Machine, Barbell Squat, Supine Hamstring Stretch","Seated Calf Raise, Romanian Deadlift, Hack Squat","Seated Calf Raise, Lying Quad Stretch, Glute Bridge","Cable Kickback, Bulgarian Split Squat, Donkey Kicks","Crunches, Decline Sit-Ups, Bird Dog","Box Jumps, Bulgarian Split Squat, Calf Raises",Rest & Recovery
61,162.0,70.1,26.71,Piles,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Tricep Pushdown, Cable Lateral Raise, Push-Ups","Hammer Curl, Lat Pulldown, Rear Delt Fly","Goblet Squat, Box Jumps, Seated Calf Raise","Push-Ups, Dumbbell Chest Press, Front Raise","Hollow Body Hold, Side Plank, Rear Delt Fly","Cable Kickback, Calf Raises, Walking Lunges"
41,173.6,58.3,19.35,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Diamond Push-Ups, Skull Crushers, Dumbbell Lateral Raise","Dumbbell Row, Preacher Curl, Reverse Fly","Leg Press, Hack Squat, Barbell Squat","Dumbbell Lateral Raise, Tricep Overhead Extension, Tricep Pushdown","Flutter Kicks, Hollow Body Hold, Dragon Flag","Seated Calf Raise, Calf Raises, Step-Ups"
61,179.7,70.1,21.71,Epilepsy,Frozen Joint,Maintenance,Advance,Male,"Light Swimming, Slow Jogging 15min, Yoga 30min","Cable Chest Fly, Seated Arnold Press, Seated Face Pulls, Resistance Band Rows","Breathing Exercises, Aqua Aerobics, Yoga 30min","Machine Chest Press, Seated Shoulder Press, Seated Dumbbell Press, Seated Tricep Extension","Nordic Walking, Gentle Yoga, Stretching Routine","Seated Tricep Extension, Russian Twists, Bicycle Crunches, Plank",Rest & Recovery
59,160.9,61.3,23.68,Regular,Regular,Maintenance,Advance,Female,Rest & Recovery,"Cable Bicep Curl, Dips, Cable Chest Fly, Reverse Fly","Lateral Band Walk, Bulgarian Split Squat, Romanian Deadlift, Hip Thrust","Russian Twists, Hollow Body Hold, Mountain Climbers, Breathing Exercises","Push-Ups, Seated Cable Row, Dips, T-Bar Row","Seated Calf Raise, Leg Raises, Lateral Band Walk, Plank","Stretching Routine, Brisk Walking 30min, Low-Impact Aerobics"
46,160.7,53.7,20.79,Anemia,IT Band Syndrome,Maintenance,Intermediate,Female,"Tricep Overhead Extension, Overhead Shoulder Press, Skull Crushers","Machine Row, Pull-Ups, Hammer Curl","Wood Chops, Russian Twists, Pallof Press","Dips, Dumbbell Chest Press, Barbell Bicep Curl","Cable Chest Fly, Seated Shoulder Press, Machine Chest Press","Machine Row, Plank, Ab Wheel Rollout",Rest & Recovery
63,151.7,67.0,29.11,Fatty Liver,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Push-Ups, Cable Lateral Raise, Cable Chest Fly","Hip Thrust, Step-Ups, Box Jumps","Hammer Curl, EZ Bar Curl, Dumbbell Row","Leg Press, Leg Extension, Box Jumps","High Knees, Burpees, Treadmill Running 20min","Dumbbell Row, Cable Bicep Curl, Diamond Push-Ups"
18,153.6,70.2,29.75,Depression,Frozen Joint,Fat Loss,Intermediate,Female,"Machine Chest Press, Overhead Shoulder Press, Arnold Press","Chest-Supported Row, EZ Bar Curl, Band Pull-Apart","Russian Twists, Crunches, Side Plank","Tricep Pushdown, Incline Dumbbell Row, Cable Lateral Raise","Cable Chest Fly, Resistance Band Rows, Seated Dumbbell Press","Reverse Crunch, Barbell Bicep Curl, Hanging Knee Raise",Rest & Recovery
41,163.7,65.2,24.33,Sinusitis,Spinal Injury,Maintenance,Beginner,Male,"Chest-Supported Row, Seated Bicep Curl, Leg Press","Seated Leg Curl, Seated Leg Extension, Seated Calf Raise","Cable Chest Fly, Machine Chest Press, Chest-Supported Row","Seated Bicep Curl, Seated Dumbbell Press, Lying Glute Bridge","Side Plank, Plank, Russian Twists","Chest-Supported Row, Gentle Yoga, Face Pulls",Rest & Recovery
21,176.6,74.4,23.86,Bronchitis,Regular,Muscle Gain,Advance,Male,"Stationary Cycling 20min, Low-Impact Aerobics, Brisk Walking 30min","Seated Face Pulls, Seated Shoulder Press, Resistance Band Rows, Machine Chest Press","Stationary Cycling 20min, Low-Impact Aerobics, Yoga 30min","Seated Arnold Press, Seated Bicep Curl, Machine Chest Press, Seated Dumbbell Press","Light Swimming, Breathing Exercises, Gentle Yoga","Machine Chest Press, Bicycle Crunches, Chest-Supported Row, Leg Raises",Rest & Recovery
22,154.9,71.1,29.63,Underweight,Lower Back Strain,Fat Loss,Beginner,Female,"Seated Bicep Curl, Cable Chest Fly, Face Pulls","Seated Calf Raise, Seated Leg Extension, Leg Press","Seated Tricep Extension, Cable Chest Fly, Seated Shoulder Press","Seated Bicep Curl, Seated Dumbbell Press, Seated Cable Row","Plank, Side Plank, Bicycle Crunches","Cable Chest Fly, Chest-Supported Row, Tricep Pushdown",Rest & Recovery
64,155.0,54.0,22.48,Regular,Bicep Tear,Maintenance,Beginner,Female,"Romanian Deadlift, Seated Calf Raise, Lying Quad Stretch","Box Jumps, Romanian Deadlift, Cable Kickback","Lying Quad Stretch, Seated Leg Extension, Supine Hamstring Stretch","Cable Kickback, Leg Extension, Romanian Deadlift","Flutter Kicks, Bicycle Crunches, Ab Wheel Rollout","Calf Raises, Seated Calf Raise, Wall Sit",Rest & Recovery
54,175.8,67.9,21.97,Heart Blockage,Leg Fracture,Muscle Gain,Intermediate,Male,"Stretching Routine, Stationary Cycling 20min, Aqua Aerobics","Cable Chest Fly, Seated Cable Row, Seated Lat Pulldown","Light Swimming, Brisk Walking 30min, Stretching Routine","Seated Face Pulls, Seated Tricep Extension, Seated Lat Pulldown","Breathing Exercises, Yoga 30min, Gentle Yoga","Seated Shoulder Press, Bicycle Crunches, Seated Cable Row",Rest & Recovery
28,160.8,47.9,18.53,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Tricep Pushdown, Diamond Push-Ups, Tricep Overhead Extension, Barbell Bench Press","EZ Bar Curl, Bent-Over Barbell Row, Barbell Bicep Curl, Machine Row","Bulgarian Split Squat, Barbell Squat, Seated Calf Raise, Goblet Squat","Decline Push-Ups, Dumbbell Lateral Raise, Incline Dumbbell Fly, Dips","Machine Row, Hollow Body Hold, Hanging Knee Raise, Hammer Curl","Leg Press, Goblet Squat, Sumo Deadlift, Box Jumps"
18,167.0,64.9,23.27,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Diamond Push-Ups, Push-Ups, Dumbbell Chest Press, Dumbbell Lateral Raise","Preacher Curl, Concentration Curl, Chest-Supported Row, Pull-Ups","Sumo Deadlift, Step-Ups, Leg Extension, Hip Thrust","Tricep Pushdown, Dumbbell Chest Press, Skull Crushers, Incline Dumbbell Fly","Leg Raises, Side Plank, Bent-Over Barbell Row, Incline Dumbbell Row","Hack Squat, Lateral Band Walk, Romanian Deadlift, Sumo Deadlift"
33,177.3,80.4,25.58,Regular,Arm Fracture,Muscle Gain,Intermediate,Male,"Seated Leg Extension, Lying Hip Abduction, Leg Press","Seated Calf Raise, Bulgarian Split Squat, Lateral Band Walk","Seated Leg Curl, Lying Quad Stretch, Seated Leg Extension","Donkey Kicks, Leg Extension, Lateral Band Walk","Pallof Press, Side Plank, Bird Dog","Glute Bridge, Seated Calf Raise, Seated Leg Curl",Rest & Recovery
28,169.0,91.7,32.11,GERD,Wrist Injury,Fat Loss,Beginner,Male,"Seated Hip Flexor Stretch, Inner Thigh Machine, Outer Thigh Machine","Hip Thrust, Donkey Kicks, Cable Kickback","Seated Leg Extension, Lying Quad Stretch, Seated Leg Curl","Walking Lunges, Sumo Deadlift, Leg Curl","Decline Sit-Ups, Side Plank, Flutter Kicks","Seated Hip Flexor Stretch, Leg Extension, Bulgarian Split Squat",Rest & Recovery
17,168.4,81.0,28.56,Cervical Pain,Patella Injury,Maintenance,Intermediate,Male,"Cable Chest Fly, Barbell Bench Press, Dumbbell Lateral Raise","Barbell Bicep Curl, Preacher Curl, Seated Cable Row","Wood Chops, Crunches, Mountain Climbers","Reverse Fly, Front Raise, Lat Pulldown","Machine Chest Press, Seated Face Pulls, Seated Lat Pulldown","Dumbbell Row, Side Plank, Machine Row",Rest & Recovery
24,160.7,62.2,24.09,Regular,Rotator Cuff Injury,Muscle Gain,Intermediate,Male,"Glute Bridge, Supine Hamstring Stretch, Barbell Squat","Sumo Deadlift, Leg Extension, Calf Raises","Lying Quad Stretch, Inner Thigh Machine, Supine Hamstring Stretch","Step-Ups, Hack Squat, Glute Bridge","Mountain Climbers, Decline Sit-Ups, Dead Bug","Box Jumps, Leg Extension, Bulgarian Split Squat",Rest & Recovery
41,175.2,68.7,22.38,Regular,Regular,Maintenance,Intermediate,Male,Rest & Recovery,"Barbell Bicep Curl, Preacher Curl, Concentration Curl","Leg Press, Lateral Band Walk, Leg Curl","Cable Crunch, Stretching Routine, Elliptical Trainer 20min","Dumbbell Chest Press, Face Pulls, Band Pull-Apart","Bulgarian Split Squat, V-Ups, Flutter Kicks","Elliptical Trainer 20min, Yoga 30min, Breathing Exercises"
35,159.6,57.0,22.38,Regular,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Dips, Bulgarian Split Squat, Incline Dumbbell Fly","Brisk Walking 30min, Stationary Cycling 20min, Wood Chops","Rear Delt Fly, T-Bar Row, Dumbbell Row","Bird Dog, Hollow Body Hold, Wood Chops","Leg Press, Chest-Supported Row, Walking Lunges",Rest & Recovery
65,178.6,79.6,24.95,Regular,Regular,Muscle Gain,Advance,Male,Rest & Recovery,"Push-Ups, Incline Dumbbell Press, Skull Crushers, Cable Chest Fly","Cable Bicep Curl, Rear Delt Fly, Bent-Over Barbell Row, Machine Row","Donkey Kicks, Barbell Squat, Bulgarian Split Squat, Leg Curl","Push-Ups, Machine Chest Press, Skull Crushers, Diamond Push-Ups","Machine Row, Ab Wheel Rollout, Dragon Flag, Pallof Press","Leg Press, Glute Bridge, Cable Kickback, Seated Calf Raise"
49,167.3,95.2,34.01,Joint Pain,Regular,Fat Loss,Advance,Male,Rest & Recovery,"Skull Crushers, Dumbbell Lateral Raise, Front Raise, Decline Push-Ups","Wall Sit, Lateral Band Walk, Hip Thrust, Barbell Squat","Dumbbell Row, Wide-Grip Lat Pulldown, EZ Bar Curl, T-Bar Row","Walking Lunges, Leg Raises, Cable Kickback, Lateral Band Walk","Treadmill Running 20min, Box Jumps, Side Plank, V-Ups","Reverse Fly, Overhead Shoulder Press, Dumbbell Lateral Raise, Wide-Grip Lat Pulldown"
27,173.9,66.4,21.96,Regular,Regular,Muscle Gain,Advance,Male,Rest & Recovery,"Dumbbell Chest Press, Skull Crushers, Decline Push-Ups, Arnold Press","Pull-Ups, Barbell Bicep Curl, Band Pull-Apart, Concentration Curl","Seated Calf Raise, Glute Bridge, Step-Ups, Sumo Deadlift","Skull Crushers, Push-Ups, Front Raise, Dumbbell Chest Press","Wide-Grip Lat Pulldown, Crunches, Plank, Hammer Curl","Romanian Deadlift, Donkey Kicks, Barbell Squat, Sumo Deadlift"
48,154.0,79.5,33.52,Regular,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Skull Crushers, Arnold Press, Dumbbell Chest Press","Goblet Squat, Box Jumps, Barbell Squat","Reverse Fly, Bent-Over Barbell Row, Lat Pulldown","Decline Sit-Ups, Dragon Flag, V-Ups","Stair Climbing, Bird Dog, Decline Sit-Ups","Lat Pulldown, Incline Dumbbell Fly, Preacher Curl"
27,162.2,81.1,30.83,Overweight,Neck Injury,Fat Loss,Intermediate,Female,"Seated Cable Row, Cable Chest Fly, Seated Bicep Curl","Seated Leg Curl, Seated Leg Extension, Hip Abduction Machine","Seated Cable Row, Seated Face Pulls, Seated Bicep Curl","Seated Calf Raise, Tricep Pushdown, Leg Press","Side Plank, Crunches, Russian Twists","Machine Chest Press, Tricep Pushdown, Low-Impact Aerobics",Rest & Recovery
38,177.1,68.7,21.9,PCOD,Patella Injury,Maintenance,Advance,Male,"Skull Crushers, Push-Ups, Cable Lateral Raise, Tricep Pushdown","Seated Cable Row, Reverse Fly, Preacher Curl, Face Pulls","Cable Crunch, Ab Wheel Rollout, Decline Sit-Ups, Hanging Knee Raise","Dips, Cable Bicep Curl, Close-Grip Bench Press, Lat Pulldown","Chest-Supported Row, Seated Shoulder Press, Seated Lat Pulldown, Seated Dumbbell Press","Ab Wheel Rollout, Machine Row, Wood Chops, Russian Twists",Rest & Recovery
40,165.2,55.8,20.45,Ulcer,Finger Fracture,Muscle Gain,Beginner,Female,"Seated Calf Raise, Barbell Squat, Lying Hip Abduction","Bulgarian Split Squat, Sumo Deadlift, Cable Kickback","Supine Hamstring Stretch, Lying Quad Stretch, Seated Hip Flexor Stretch","Bulgarian Split Squat, Box Jumps, Wall Sit","Flutter Kicks, Wood Chops, Reverse Crunch","Walking Lunges, Seated Calf Raise, Lying Quad Stretch",Rest & Recovery
35,164.3,56.0,20.74,Heart Disease,Chest Injury,Muscle Gain,Advance,Female,"Stretching Routine, Slow Jogging 15min, Elliptical Trainer 20min","Seated Shoulder Press, Chest-Supported Row, Machine Chest Press, Seated Bicep Curl","Light Swimming, Brisk Walking 30min, Nordic Walking","Seated Arnold Press, Machine Chest Press, Seated Shoulder Press, Resistance Band Rows","Nordic Walking, Slow Jogging 15min, Aqua Aerobics","Seated Shoulder Press, Seated Bicep Curl, Seated Dumbbell Press, Chest-Supported Row",Rest & Recovery
49,171.5,60.2,20.47,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Dumbbell Chest Press, Front Raise, Arnold Press","Dumbbell Row, Machine Row, Rear Delt Fly","Step-Ups, Box Jumps, Walking Lunges","Dumbbell Chest Press, Incline Dumbbell Fly, Decline Push-Ups","Dead Bug, Side Plank, EZ Bar Curl","Leg Extension, Calf Raises, Hack Squat"
56,152.6,60.1,25.81,Acidity,Leg Fracture,Maintenance,Intermediate,Female,"Tricep Overhead Extension, Overhead Shoulder Press, Decline Push-Ups","Dumbbell Row, Wide-Grip Lat Pulldown, Seated Cable Row","Russian Twists, Plank, Decline Sit-Ups","Wide-Grip Lat Pulldown, Decline Push-Ups, Arnold Press","Seated Lat Pulldown, Cable Chest Fly, Seated Face Pulls","Seated Cable Row, Russian Twists, Barbell Bicep Curl",Rest & Recovery
33,180.3,63.9,19.66,Regular,Tricep Injury,Muscle Gain,Beginner,Male,"Seated Leg Extension, Lying Hip Abduction, Goblet Squat","Cable Kickback, Seated Calf Raise, Barbell Squat","Glute Bridge, Seated Leg Curl, Supine Hamstring Stretch","Glute Bridge, Bulgarian Split Squat, Goblet Squat","Hanging Knee Raise, Mountain Climbers, Pallof Press","Lateral Band Walk, Walking Lunges, Supine Hamstring Stretch",Rest & Recovery
26,161.4,69.3,26.6,Regular,ACL Injury,Muscle Gain,Intermediate,Male,"Front Raise, Skull Crushers, Dips","Hammer Curl, Bent-Over Barbell Row, Reverse Fly","Bicycle Crunches, Bird Dog, Hanging Knee Raise","Barbell Bench Press, Cable Lateral Raise, Machine Row","Seated Tricep Extension, Seated Arnold Press, Seated Shoulder Press","Pallof Press, Cable Bicep Curl, Reverse Crunch",Rest & Recovery
43,155.5,57.2,23.66,Sinusitis,Patella Injury,Muscle Gain,Intermediate,Female,"Tricep Overhead Extension, Machine Chest Press, Decline Push-Ups","Cable Bicep Curl, Wide-Grip Lat Pulldown, Machine Row","Wood Chops, Hollow Body Hold, Cable Crunch","Skull Crushers, Arnold Press, Machine Row","Seated Bicep Curl, Chest-Supported Row, Resistance Band Rows","Hammer Curl, Dragon Flag, Cable Crunch",Rest & Recovery
23,160.2,53.1,20.69,Regular,Rib Fracture,Muscle Gain,Beginner,Female,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery
57,162.0,53.8,20.5,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Skull Crushers, Barbell Bench Press, Incline Dumbbell Press, Overhead Shoulder Press","Preacher Curl, Chest-Supported Row, T-Bar Row, Pull-Ups","Hip Thrust, Step-Ups, Walking Lunges, Leg Extension","Decline Push-Ups, Overhead Shoulder Press, Tricep Pushdown, Close-Grip Bench Press","Concentration Curl, Hollow Body Hold, Plank, Flutter Kicks","Hip Thrust, Hack Squat, Lateral Band Walk, Box Jumps"
40,165.7,81.0,29.5,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Push-Ups, Cable Chest Fly, Incline Dumbbell Fly, Incline Dumbbell Press","Glute Bridge, Goblet Squat, Lateral Band Walk, Leg Extension","Bent-Over Barbell Row, Wide-Grip Lat Pulldown, Seated Cable Row, Barbell Bicep Curl","Cable Kickback, Sumo Deadlift, Walking Lunges, Goblet Squat","Burpees, Hollow Body Hold, Treadmill Running 20min, Cable Crunch","Decline Push-Ups, Arnold Press, Rear Delt Fly, Preacher Curl"
28,149.8,52.5,23.4,Regular,Shin Splints,Maintenance,Beginner,Female,"Cable Lateral Raise, Dumbbell Chest Press, Tricep Overhead Extension","Dumbbell Row, Barbell Bicep Curl, Pull-Ups","Reverse Crunch, Bird Dog, Flutter Kicks","Wide-Grip Lat Pulldown, Band Pull-Apart, Diamond Push-Ups","Seated Shoulder Press, Seated Face Pulls, Seated Cable Row","Cable Bicep Curl, Side Plank, Incline Dumbbell Row",Rest & Recovery
44,151.7,58.5,25.42,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Incline Dumbbell Press, Dumbbell Lateral Raise, Dumbbell Chest Press","Rear Delt Fly, Reverse Fly, T-Bar Row","Hack Squat, Seated Calf Raise, Lateral Band Walk","Dips, Overhead Shoulder Press, Barbell Bench Press","Pallof Press, Preacher Curl, Incline Dumbbell Row","Barbell Squat, Cable Kickback, Box Jumps"
34,155.3,54.4,22.56,Heart Blockage,Meniscus Tear,Muscle Gain,Intermediate,Female,"Aqua Aerobics, Stationary Cycling 20min, Yoga 30min","Seated Tricep Extension, Seated Shoulder Press, Seated Arnold Press","Light Swimming, Stretching Routine, Elliptical Trainer 20min","Seated Shoulder Press, Seated Bicep Curl, Resistance Band Rows","Brisk Walking 30min, Stretching Routine, Gentle Yoga","Seated Lat Pulldown, Leg Raises, Cable Chest Fly",Rest & Recovery
35,176.6,88.1,28.25,Regular,Leg Fracture,Fat Loss,Intermediate,Male,"Arnold Press, Close-Grip Bench Press, Incline Dumbbell Fly","EZ Bar Curl, Seated Cable Row, Dumbbell Row","Hollow Body Hold, Ab Wheel Rollout, V-Ups","Chest-Supported Row, Bent-Over Barbell Row, Wide-Grip Lat Pulldown","Resistance Band Rows, Cable Chest Fly, Seated Bicep Curl","Cable Bicep Curl, T-Bar Row, Reverse Fly",Rest & Recovery
19,161.9,59.1,22.55,Regular,ACL Injury,Muscle Gain,Intermediate,Female,"Machine Chest Press, Tricep Overhead Extension, Incline Dumbbell Press","Wide-Grip Lat Pulldown, Rear Delt Fly, Preacher Curl","Cable Crunch, Plank, Reverse Crunch","Machine Chest Press, Lat Pulldown, Tricep Pushdown","Resistance Band Rows, Seated Dumbbell Press, Seated Arnold Press","V-Ups, EZ Bar Curl, Face Pulls",Rest & Recovery
